EquipmentId,latitude,longitude,speed,odometer reading,eventDate,eventGeneratedTime
EQPT-4,12.9969083,74.9445566,12,821094,1716229800000,1716276225000
EQPT-4,12.9968866,74.94458,10,821098,1716229800000,1716276226000
EQPT-4,12.9968233,74.9447816,13,821122,1716229800000,1716276233000
EQPT-4,12.9967783,74.9448983,12,821136,1716229800000,1716276237000
EQPT-4,12.9967449,74.9449566,14,821147,1716229800000,1716276239000
EQPT-4,12.996605,74.945105,17,821166,1716229800000,1716276244000
EQPT-4,12.9963066,74.94531,17,821205,1716229800000,1716276252000
EQPT-4,12.9959816,74.9454816,14,821246,1716229800000,1716276261000
EQPT-4,12.9956816,74.9455266,16,821280,1716229800000,1716276269000
EQPT-4,12.9955966,74.94552,17,821295,1716229800000,1716276271000
EQPT-4,12.9955133,74.9454983,16,821300,1716229800000,1716276273000
EQPT-4,12.9954483,74.945465,13,821308,1716229800000,1716276275000
EQPT-4,12.99539,74.9454183,14,821316,1716229800000,1716276277000
EQPT-4,12.99536,74.9453683,11,821328,1716229800000,1716276279000
EQPT-4,12.99535,74.9453449,10,821328,1716229800000,1716276280000
EQPT-4,12.9953383,74.9453183,12,821328,1716229800000,1716276281000
EQPT-4,12.9953099,74.9452633,12,821335,1716229800000,1716276283000
EQPT-4,12.9952333,74.9451483,11,821350,1716229800000,1716276287000
EQPT-4,12.9952016,74.94514,11,821354,1716229800000,1716276288000
EQPT-4,12.99517,74.9451383,12,821357,1716229800000,1716276289000
EQPT-4,12.9951266,74.9451333,11,821362,1716229800000,1716276290000
EQPT-4,12.9950999,74.9451433,11,821371,1716229800000,1716276291000
EQPT-4,12.9950216,74.945185,12,821375,1716229800000,1716276294000
EQPT-4,12.9947716,74.9454466,15,821415,1716229800000,1716276303000
EQPT-4,12.9947383,74.9454666,15,821419,1716229800000,1716276304000
EQPT-4,12.9946533,74.9455083,19,821430,1716229800000,1716276306000
EQPT-4,12.9945616,74.9455233,17,821451,1716229800000,1716276308000
EQPT-4,12.99394,74.9454833,21,821503,1716229800000,1716276320000
EQPT-4,12.9935516,74.9454483,22,821553,1716229800000,1716276327000
EQPT-4,12.9934333,74.9454733,22,821567,1716229800000,1716276330000
EQPT-4,12.9933866,74.9455066,22,821573,1716229800000,1716276331000
EQPT-4,12.9933366,74.9455566,23,821581,1716229800000,1716276332000
EQPT-4,12.993245,74.9456533,26,821596,1716229800000,1716276334000
EQPT-4,12.9927983,74.9464433,28,821695,1716229800000,1716276346000
EQPT-4,12.9926283,74.9466116,32,821721,1716229800000,1716276349000
EQPT-4,12.9920816,74.94701,37,821796,1716229800000,1716276357000
EQPT-4,12.9914116,74.9474533,38,821885,1716229800000,1716276365000
EQPT-4,12.99121,74.9476683,37,821917,1716229800000,1716276368000
EQPT-4,12.99073,74.9484699,35,822019,1716229800000,1716276378000
EQPT-4,12.9904566,74.9488466,36,822070,1716229800000,1716276383000
EQPT-4,12.9897983,74.949515,39,822173,1716229800000,1716276392000
EQPT-4,12.98961,74.94978,41,822209,1716229800000,1716276395000
EQPT-4,12.9891133,74.9506033,46,822314,1716229800000,1716276403000
EQPT-4,12.9889066,74.9513166,45,822395,1716229800000,1716276409000
EQPT-4,12.9887366,74.95226,39,822499,1716229800000,1716276418000
EQPT-4,12.9885433,74.9531633,31,822600,1716229800000,1716276429000
EQPT-4,12.9885166,74.9533083,29,822616,1716229800000,1716276431000
EQPT-4,12.9885316,74.953425,27,822628,1716229800000,1716276433000
EQPT-4,12.988585,74.9535316,24,822642,1716229800000,1716276435000
EQPT-4,12.9886266,74.95365,24,822655,1716229800000,1716276437000
EQPT-4,12.9886333,74.95378,23,822682,1716229800000,1716276439000
EQPT-4,12.9886049,74.9538933,23,822682,1716229800000,1716276441000
EQPT-4,12.9884966,74.95408,22,822706,1716229800000,1716276445000
EQPT-4,12.98824,74.9544333,26,822753,1716229800000,1716276452000
EQPT-4,12.9879183,74.9547366,29,822802,1716229800000,1716276458000
EQPT-4,12.9874983,74.9549733,23,822855,1716229800000,1716276465000
EQPT-4,12.9872949,74.9550133,28,822879,1716229800000,1716276468000
EQPT-4,12.9871466,74.9550483,28,822904,1716229800000,1716276470000
EQPT-4,12.98701,74.9551166,28,822912,1716229800000,1716276472000
EQPT-4,12.9869016,74.9552283,28,822930,1716229800000,1716276474000
EQPT-4,12.986685,74.95555,28,822972,1716229800000,1716276479000
EQPT-4,12.9866316,74.9556983,29,822999,1716229800000,1716276481000
EQPT-4,12.98655,74.95611,26,823035,1716229800000,1716276486000
EQPT-4,12.98652,74.9563233,21,823071,1716229800000,1716276489000
EQPT-4,12.986495,74.95638,20,823071,1716229800000,1716276490000
EQPT-4,12.9864799,74.9564366,19,823071,1716229800000,1716276491000
EQPT-4,12.98636,74.9565466,22,823089,1716229800000,1716276494000
EQPT-4,12.9861533,74.9566666,25,823116,1716229800000,1716276498000
EQPT-4,12.98609,74.9566716,25,823139,1716229800000,1716276499000
EQPT-4,12.9860266,74.956665,25,823139,1716229800000,1716276500000
EQPT-4,12.98596,74.9566283,26,823139,1716229800000,1716276501000
EQPT-4,12.9859066,74.95657,27,823147,1716229800000,1716276502000
EQPT-4,12.9857099,74.9564166,31,823175,1716229800000,1716276505000
EQPT-4,12.985365,74.9561633,32,823222,1716229800000,1716276510000
EQPT-4,12.98449,74.9558116,34,823326,1716229800000,1716276521000
EQPT-4,12.9835599,74.9554633,36,823436,1716229800000,1716276532000
EQPT-4,12.982955,74.9551983,35,823510,1716229800000,1716276539000
EQPT-4,12.9821966,74.9548149,38,823604,1716229800000,1716276548000
EQPT-4,12.9813033,74.9546383,40,823705,1716229800000,1716276557000
EQPT-4,12.9803333,74.95453,41,823814,1716229800000,1716276566000
EQPT-4,12.9800583,74.9544649,38,823846,1716229800000,1716276569000
EQPT-4,12.979785,74.954325,37,823890,1716229800000,1716276572000
EQPT-4,12.978985,74.9537166,41,823991,1716229800000,1716276582000
EQPT-4,12.97819,74.9531949,41,824096,1716229800000,1716276591000
EQPT-4,12.9773749,74.9527666,40,824198,1716229800000,1716276600000
EQPT-4,12.9767949,74.9523916,34,824275,1716229800000,1716276607000
EQPT-4,12.9766766,74.95226,34,824294,1716229800000,1716276609000
EQPT-4,12.9764949,74.9519716,31,824332,1716229800000,1716276613000
EQPT-4,12.976325,74.9517,31,824367,1716229800000,1716276617000
EQPT-4,12.9759266,74.9511816,33,824438,1716229800000,1716276625000
EQPT-4,12.9756416,74.95066,39,824504,1716229800000,1716276631000
EQPT-4,12.9750633,74.9499266,43,824606,1716229800000,1716276639000
EQPT-4,12.9742933,74.9493116,39,824715,1716229800000,1716276648000
EQPT-4,12.9740316,74.9490383,33,824747,1716229800000,1716276652000
EQPT-4,12.9735999,74.9481716,33,824863,1716229800000,1716276664000
EQPT-4,12.9730783,74.9473633,35,824968,1716229800000,1716276675000
EQPT-4,12.97257,74.946585,37,825070,1716229800000,1716276685000
EQPT-4,12.9720449,74.945745,37,825178,1716229800000,1716276695000
EQPT-4,12.971915,74.9454933,37,825209,1716229800000,1716276698000
EQPT-4,12.9717216,74.9450416,37,825263,1716229800000,1716276703000
EQPT-4,12.9714083,74.9446033,40,825322,1716229800000,1716276708000
EQPT-4,12.9708516,74.9438133,45,825428,1716229800000,1716276717000
EQPT-4,12.9703183,74.94295,46,825538,1716229800000,1716276726000
EQPT-4,12.9698099,74.9421266,39,825645,1716229800000,1716276735000
EQPT-4,12.96941,74.94151,29,825725,1716229800000,1716276743000
EQPT-4,12.9688433,74.9407416,28,825830,1716229800000,1716276757000
EQPT-4,12.9683183,74.9398949,34,825939,1716229800000,1716276770000
EQPT-4,12.9677966,74.9391416,39,826039,1716229800000,1716276780000
EQPT-4,12.9672166,74.938395,38,826143,1716229800000,1716276789000
EQPT-4,12.9668099,74.9375616,41,826245,1716229800000,1716276798000
EQPT-4,12.96635,74.9367149,40,826350,1716229800000,1716276807000
EQPT-4,12.96576,74.9360133,38,826452,1716229800000,1716276816000
EQPT-4,12.9649933,74.9353316,38,826566,1716229800000,1716276826000
EQPT-4,12.96421,74.934815,40,826670,1716229800000,1716276836000
EQPT-4,12.9634283,74.93431,40,826772,1716229800000,1716276845000
EQPT-4,12.9628116,74.9339266,29,826853,1716229800000,1716276853000
EQPT-4,12.9621983,74.9335833,22,826931,1716229800000,1716276863000
EQPT-4,12.9616783,74.9333866,22,826993,1716229800000,1716276873000
EQPT-4,12.9614499,74.9333599,25,827018,1716229800000,1716276877000
EQPT-4,12.96055,74.9333766,28,827119,1716229800000,1716276890000
EQPT-4,12.9596216,74.9334133,28,827222,1716229800000,1716276903000
EQPT-4,12.9589516,74.93347,15,827297,1716229800000,1716276913000
EQPT-4,12.958555,74.9335466,26,827342,1716229800000,1716276921000
EQPT-4,12.95762,74.9338266,32,827450,1716229800000,1716276934000
